ident,type,name,iata,icao,iso_country,municipality,lat,lng
HRYR,large_airport,Kigali International Airport,KGL,HRYR,RW,Kigali,-1.96863,30.1395
HRYU,small_airport,Ruhengeri Airport,RHG,HRYU,RW,Ruhengeri,-1.49687,29.63134
OEAB,large_airport,Abha International Airport,AHB,OEAB,SA,Abha,18.2404,42.6566
OEWJ,medium_airport,Al Wajh Domestic Airport,EJH,OEWJ,SA,Al Wajh,26.1986,36.4764
OEAH,large_airport,Al-Ahsa International Airport,HOF,OEAH,SA,Hofuf,25.2853,49.4852
OESK,large_airport,Al-Jawf International Airport,AJF,OESK,SA,Al-Jawf,29.7833,40.1009
OEAO,large_airport,Al-Ula International Airport,ULH,OEAO,SA,Al-Ula,26.48363,38.11705
OE55,medium_airport,Aradah Airport,,OEAD,SA,Ardah,21.227,55.2673
OERR,medium_airport,Arar Domestic Airport,RAE,OERR,SA,Arar,30.9066,41.1382
OESL,small_airport,As-Sulayyil Airport,SLF,OESL,SA,As-Sulayyil,20.4647,45.6196
OEBH,medium_airport,Bisha Airport,BHH,OEBH,SA,Bisha,19.9844,42.6209
OEDM,medium_airport,Dawadmi Domestic Airport,DWD,OEDM,SA,Dawadmi,24.4499,44.1212
OEGT,medium_airport,Gurayat Domestic Airport,URY,OEGT,SA,Gurayat,31.41241,37.2789
OEHL,large_airport,Hail International Airport,HAS,OEHL,SA,Hail,27.4379,41.6863
OEGN,medium_airport,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,GIZ,OEGN,SA,Jizan,16.9011,42.5858
OEJB,medium_airport,Jubail Airport,,OEJB,SA,Jubail,27.039,49.4051
OEDR,large_airport,King Abdulaziz Air Base,DHA,OEDR,SA,Dhahran,26.2654,50.152
OEJN,large_airport,King Abdulaziz International Airport,JED,OEJN,SA,Jeddah,21.68024,39.15744
OEDF,large_airport,King Fahd International Airport,DMM,OEDF,SA,Ad Dammam,26.4691,49.79821
OEJF,medium_airport,King Faisal Naval Base,,OEJF,SA,Jeddah,21.3481,39.173
OEKK,medium_airport,King Khaled Military City Airport,KMC,OEKK,SA,King Khaled Military City,27.9009,45.5282
OEKM,medium_airport,King Khalid Air Base,KMX,OEKM,SA,Khamis Mushait,18.2973,42.8035
OERK,large_airport,King Khalid International Airport,RUH,OERK,SA,Riyadh,24.9576,46.6988
SA-0094,medium_airport,King Salman Air Base,,OESN,SA,Riyadh,24.46526,46.65928
OEBA,medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,ABT,OEBA,SA,Al-Baha,20.29851,41.63615
OE49,medium_airport,Mecca East Airport,,OE49,SA,Mecca,21.4375,39.9942
OENG,medium_airport,Najran Domestic Airport,EAM,OENG,SA,Najran,17.6114,44.4192
OENN,large_airport,Neom Bay Airport,NUM,OENN,SA,Sharma,27.92426,35.29358
OEYN,large_airport,Prince Abdulmohsen Bin Abdulaziz International Airport,YNB,OEYN,SA,Yanbu,24.1442,38.0634
OEMA,large_airport,Prince Mohammad Bin Abdulaziz Airport,MED,OEMA,SA,Medina,24.5534,39.7051
OEGS,large_airport,Prince Naif bin Abdulaziz International Airport,ELQ,OEGS,SA,Qassim,26.3028,43.7744
OEPS,medium_airport,Prince Sultan Air Base,AKH,OEPS,SA,Al Kharj,24.0627,47.5805
OETB,large_airport,Prince Sultan bin Abdulaziz International Airport,TUU,OETB,SA,Tabuk,28.3711,36.62486
OEPA,large_airport,Qaisumah–Hafar Al-Batin International Airport,AQI,OEPA,SA,Qaisumah,28.33573,46.12711
OERF,medium_airport,Rafha Domestic Airport,RAH,OERF,SA,Rafha,29.6264,43.4906
OERM,medium_airport,Ras Mishab Airport,,OERM,SA,Al Mishab,28.0796,48.611
OETN,medium_airport,Ras Tanajib Airport,,OETN,SA,As Saffaniyah,27.8678,48.7691
OERT,medium_airport,Ras Tanura Airport,,OERT,SA,Ras Tanura,26.7231,50.0308
RSI,large_airport,Red Sea International Airport,RSI,OERS,SA,Hanak,25.62797,37.08891
OESH,medium_airport,Sharurah Domestic Airport,SHW,OESH,SA,Sharurah,17.4669,47.1214
OETF,large_airport,Taif International Airport,TIF,OETF,SA,Taif,21.48474,40.54407
OETR,medium_airport,Turaif Domestic Airport,TUI,OETR,SA,Turaif,31.69219,38.73154
OEWD,medium_airport,Wadi Al Dawasir Domestic Airport,WAE,OEWD,SA,Wadi Al Dawasir,20.5043,45.1996
OEZL,small_airport,Zilfi Airport,ZUL,OEZL,SA,Zilfi,26.35,44.833
AGAF,small_airport,Afutara Aerodrome,AFT,AGAF,SB,Bila,-9.19139,160.94861
AGGJ,small_airport,Avu Avu Airport,AVU,AGGJ,SB,Avu Avu,-9.86833,160.41056
AGGI,small_airport,Babanakira Airport,MBU,AGGI,SB,Mbambanakira,-9.7475,159.839
AGGE,small_airport,Ballalae Airport,BAS,AGGE,SB,Ballalae,-6.99075,155.88666
AGBA,small_airport,Barakoma Airport,VEV,AGBA,SB,Barakoma,-7.91278,156.70599
AGBT,small_airport,Batuna Aerodrome,BPF,AGBT,SB,Batuna Mission Station,-8.56203,158.11931
AGGB,small_airport,Bellona/Anua Airport,BNY,AGGB,SB,Anua,-11.30222,159.79833
AGGC,small_airport,Choiseul Bay Airport,CHY,AGGC,SB,Choiseul Bay,-6.71194,156.39611
AGGF,small_airport,Fera/Maringe Airport,FRE,AGGF,SB,Fera Island,-8.1075,159.577
AGOK,small_airport,Gatokae Aerodrome,GTA,AGOK,SB,Gatokae,-8.73836,158.20284
AGEV,small_airport,Geva Airport,GEF,AGEV,SB,Liangia,-7.57583,156.597
AGGA,small_airport,Gwaunaru'u Airport,AKS,AGGA,SB,Auki,-8.70257,160.68201
AGGH,large_airport,Honiara International Airport,HIR,AGGH,SB,Honiara,-9.428,160.05499
AGKG,small_airport,Kaghau Airport,KGE,AGKG,SB,Kagau Island,-7.3305,157.585
AGKU,small_airport,Kukudu Airport,KUE,AGKU,SB,Kolombangara Island,-8.0262,156.94783
AGKW,small_airport,Kwailabesi Airport,KWS,AGKW,SB,Kwailabesi,-8.36051,160.77513
AGLM,small_airport,Lomlom Airport,LLM,AGLM,SB,Lomlom,-10.29683,166.32732
AGOB,small_airport,Manaoba Airport,MHM,AGOB,SB,Manaoba,-8.32501,160.80051
AGGU,small_airport,Marau Airport,RUS,AGGU,SB,Marau,-9.86167,160.825
AGGO,small_airport,Mono Airport,MNY,AGGO,SB,Stirling Island,-7.41694,155.565
AGGM,medium_airport,Munda Airport,MUA,AGGM,SB,Munda,-8.32797,157.263
AGNA,small_airport,Nana Airport,NAZ,AGNA,SB,Star Harbor,-10.6758,162.2049
AGGK,small_airport,Ngorangora Airport,IRA,AGGK,SB,Kirakira,-10.4497,161.89799
AGGN,small_airport,Nusatupe Airport,GZO,AGGN,SB,Gizo,-8.09778,156.864
AGGP,small_airport,Parasi Airport,PRS,AGGP,SB,Parasi,-9.64167,161.425
AGRM,small_airport,Ramata Airport,RBV,AGRM,SB,Ramata,-8.16806,157.64301
AGGR,small_airport,Rennell/Tingoa Airport,RNL,AGGR,SB,Rennell Island,-11.55,160.06278
AGRC,small_airport,Ringi Cove Airport,RIN,AGRC,SB,Ringi Cove,-8.12639,157.14301
AGGT,small_airport,Santa Ana Airport,NNB,AGGT,SB,Santa Ana Island,-10.84799,162.45411
AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,SCZ,AGGL,SB,Santa Cruz/Graciosa Bay/Luova,-10.7203,165.795
AGGS,small_airport,Sege Airport,EGM,AGGS,SB,Sege,-8.57889,157.87601
AGGV,small_airport,Suavanao Airport,VAO,AGGV,SB,Suavanao,-7.58556,158.731
AGTI,heliport,Tulaghi Heliport,TLG,AGTI,SB,Tulaghi Island,-9.108,160.14917
AGAR,small_airport,Ulawa Airport,RNA,AGAR,SB,Arona,-9.86054,161.97955
AGAT,small_airport,Uru Harbour Airport,ATD,AGAT,SB,Atoifi,-8.87333,161.011
SB-VIU,small_airport,Viru Harbour Airstrip,VIU,AGVH,SB,Viru,-8.50846,157.68999
AGGY,small_airport,Yandina Airport,XYA,AGGY,SB,Yandina,-9.09282,159.21841
FSSB,small_airport,Bird Island Airport,BDI,FSSB,SC,Bird Island,-3.72368,55.20611
FSSD,small_airport,Denis Island Airport,DEI,FSSD,SC,Denis Island,-3.80207,55.66744
FSDR,small_airport,Desroches Airport,DES,FSDR,SC,Desroches Island,-5.6967,53.6558
FSSF,small_airport,Frégate Island Airport (UNUSABLE),FRK,FSSF,SC,Frégate Island,-4.58279,55.94493
FSPP,medium_airport,Praslin Island Airport,PRI,FSPP,SC,Praslin Island,-4.31926,55.69156
FSIA,large_airport,Seychelles International Airport,SEZ,FSIA,SC,Victoria,-4.67434,55.5218
HSDB,small_airport,Al Dabbah Airport,EDB,HSDB,SD,Al Dabbah,18.0146,30.9595
HSAT,small_airport,Atbara Airport,ATB,HSAT,SD,Atbara,17.70993,34.05721
BJE,small_airport,Baleela Airport,BJE,BJE,SD,Baleela Base Camp,11.19944,28.52306
HSDZ,small_airport,Damazin Airport,RSS,HSDZ,SD,Ad Damazin,11.7859,34.3367
HSDN,medium_airport,Dongola Airport,DOG,HSDN,SD,Dongola,19.15367,30.43007
ADV,small_airport,El Daein Airport,ADV,ADV,SD,El Daein,11.4023,26.1186
HSFS,medium_airport,El Fasher Airport,ELF,HSFS,SD,El Fasher,13.6149,25.3246
HSOB,medium_airport,El-Obeid Airport,EBD,HSOB,SD,El-Obeid,13.1532,30.2327
HSNH,small_airport,En Nahud Airport,NUD,HSNH,SD,En Nahud,12.73551,28.41084
HSGG,small_airport,Galegu Airport,DNX,HSGG,SD,Dinder,12.533,35.067
HSGN,small_airport,Geneina Airport,EGN,HSGN,SD,Geneina,13.48188,22.46712
HSHG,small_airport,Heglig Airport,HEG,HSHG,SD,Heglig,9.99493,29.39772
HSLI,small_airport,Kadugli Airport,KDX,HSLI,SD,Kadugli,11.138,29.7011
HSKA,medium_airport,Kassala Airport,KSL,HSKA,SD,Kassala,15.3875,36.3288
HSSK,large_airport,Khartoum International Airport,KRT,HSSK,SD,Khartoum,15.5895,32.5532
HSKG,small_airport,Khashm El Girba Airport,GBU,HSKG,SD,Khashm El Girba,14.925,35.878
HSMN,medium_airport,Merowe Airport,MWE,HSMN,SD,Merowe,18.44333,31.84333
HSNW,small_airport,New Halfa Airport,NHF,HSNW,SD,New Halfa,15.3556,35.7278
HSNN,medium_airport,Nyala Airport,UYL,HSNN,SD,Nyala,12.0535,24.9562
HSPN,large_airport,Port Sudan New International Airport,PZU,HSPN,SD,Port Sudan,19.43456,37.23412
HSSG,medium_airport,Sabera Geneina Airport,,HSSG,SD,Geneina,13.4774,22.53722
HSSW,small_airport,Wadi Halfa Airport,WHF,HSSW,SD,Wadi Halfa,21.8027,31.52158
SD-0001,medium_airport,Wadi Seidna Air Base,,SD-0001,SD,Karari al-Balad,15.81521,32.51401
HSZA,small_airport,Zalingei Airport,ZLX,HSZA,SD,Zalingei,12.9437,23.5631
ESNX,medium_airport,Arvidsjaur Airport,AJR,ESNX,SE,Arvidsjaur,65.5903,19.2819
ESSD,medium_airport,Dala Airport,BLE,ESSD,SE,Borlange,60.422,15.5152
ESSU,medium_airport,Eskilstuna Airport,EKT,ESSU,SE,Eskilstuna,59.3511,16.7084
ESNG,medium_airport,Gällivare Airport,GEV,ESNG,SE,Gällivare,67.1324,20.8146
ESSK,medium_airport,Gävle Sandviken Airport,GVX,ESSK,SE,Gävle / Sandviken,60.5933,16.9514
ESGG,large_airport,Göteborg Landvetter Airport,GOT,ESGG,SE,Göteborg,57.6628,12.2798
ESOH,small_airport,Hagfors Airport,HFS,ESOH,SE,Råda,60.0201,13.5789
ESMT,medium_airport,Halmstad Airport,HAD,ESMT,SE,Halmstad,56.6911,12.8202
ESUT,small_airport,Hemavan Airport,HMV,ESUT,SE,Hemavan,65.8061,15.0828
SE-0088,small_airport,Hudiksvall Airport,HUV,ESNH,SE,Hudiksvall,61.76809,17.08072
ESSF,small_airport,Hultsfred Airport,HLF,ESSF,SE,Hultsfred,57.5258,15.8233
ESUE,small_airport,Idre Airport,IDB,ESUE,SE,Idre,61.8697,12.6894
ESGJ,medium_airport,Jönköping Airport,JKG,ESGJ,SE,Jönköping,57.7576,14.0687
ESMQ,medium_airport,Kalmar Airport,KLR,ESMQ,SE,Kalmar,56.6855,16.2876
ESKK,medium_airport,Karlskoga Airport,KSK,ESKK,SE,Karlskoga,59.3459,14.4959
ESOK,medium_airport,Karlstad Airport,KSD,ESOK,SE,Karlstad,59.4447,13.3374
ESNQ,large_airport,Kiruna Airport,KRN,ESNQ,SE,Kiruna,67.822,20.3368
ESNK,medium_airport,Kramfors-Sollefteå Höga Kusten Airport,KRF,ESNK,SE,Nyland,63.0486,17.7689
ESMK,medium_airport,Kristianstad Airport,KID,ESMK,SE,Kristianstad,55.9217,14.0855
ESGL,small_airport,Lidköping-Hovby Airport,LDK,ESGL,SE,Lidköping,58.4655,13.1744
ESSL,large_airport,Linköping City Airport,LPI,ESSL,SE,Linköping,58.40491,15.6845
ESTL,medium_airport,Ljungbyhed Airfield,,ESTL,SE,Ljungbyhed,56.0828,13.2125
ESPA,large_airport,Luleå Airport,LLA,ESPA,SE,Luleå,65.5438,22.122
ESNL,medium_airport,Lycksele Airport,LYC,ESNL,SE,Lycksele,64.5483,18.7162
ESCF,medium_airport,Malmen Air Base,,ESCF,SE,Linköping,58.39767,15.52242
ESMS,large_airport,Malmö Sturup Airport,MMX,ESMS,SE,Malmö,55.53556,13.37633
ESKM,medium_airport,Mora Airport,MXX,ESKM,SE,Mora,60.9579,14.5114
ESSP,medium_airport,Norrköping Airport,NRK,ESSP,SE,Norrköping,58.5863,16.2506
ESMO,small_airport,Oskarshamn Airport,OSK,ESMO,SE,Oskarshamn,57.3505,16.498
ESUP,small_airport,Pajala Airport,PJA,ESUP,SE,Pajala,67.24457,23.07489
ESDF,medium_airport,Ronneby Airport,RNB,ESDF,SE,Ronneby,56.2667,15.265
ESFR,medium_airport,Råda Air Base,,ESFR,SE,Råda,58.4981,13.0532
ESKS,large_airport,Scandinavian Mountains Airport,SCR,ESKS,SE,Malung-Sälen,61.16508,12.83352
ESNS,medium_airport,Skellefteå Airport,SFT,ESNS,SE,Skellefteå,64.6248,21.0769
ESGR,medium_airport,Skövde Airport,KVB,ESGR,SE,Skövde,58.4564,13.9727
ESKN,large_airport,Stockholm Skavsta Airport,NYO,ESKN,SE,Nyköping,58.78966,16.91148
ESOW,large_airport,Stockholm Västerås Airport,VST,ESOW,SE,Stockholm / Västerås,59.5894,16.6336
ESSA,large_airport,Stockholm-Arlanda Airport,ARN,ESSA,SE,Stockholm,59.64849,17.92883
ESSB,medium_airport,Stockholm-Bromma Airport,BMA,ESSB,SE,Stockholm,59.3544,17.9417
ESUD,medium_airport,Storuman Airport,SQO,ESUD,SE,Storuman,64.9609,17.6966
ESNN,medium_airport,Sundsvall-Härnösand Airport,SDL,ESNN,SE,Sundsvall/ Härnösand,62.5281,17.4439
ESND,small_airport,Sveg Airport,EVG,ESND,SE,Sveg,62.0478,14.4229
ESGP,medium_airport,Säve Airport,GSE,ESGP,SE,Göteborg,57.7747,11.8704
ESIB,medium_airport,Såtenäs Air Base,,ESIB,SE,Såtenäs,58.4264,12.7144
ESNY,medium_airport,Söderhamn Airport,SOO,ESNY,SE,Söderhamn,61.2615,17.0991
ESST,medium_airport,Torsby Airport,TYF,ESST,SE,Torsby,60.1576,12.9913
ESGT,medium_airport,Trollhättan-Vänersborg Airport,THN,ESGT,SE,Trollhättan,58.3181,12.345
ESNU,large_airport,Umeå Airport,UME,ESNU,SE,Umeå,63.7918,20.2828
ESNV,medium_airport,Vilhelmina South Lapland Airport,VHM,ESNV,SE,Vilhelmina,64.5791,16.8336
ESSV,large_airport,Visby Airport,VBY,ESSV,SE,Visby,57.6628,18.3462
ESSW,small_airport,Västervik Airport,VVK,ESSW,SE,Västervik,57.78,16.5236
ESMX,medium_airport,Växjö Kronoberg Airport,VXO,ESMX,SE,Växjö,56.9291,14.728
ESTA,medium_airport,Ängelholm-Helsingborg Airport,AGH,ESTA,SE,Ängelholm,56.2961,12.8471
ESNZ,medium_airport,Åre Östersund Airport,OSD,ESNZ,SE,Östersund,63.19355,14.50417
ESOE,medium_airport,Örebro Airport,ORB,ESOE,SE,Örebro,59.2237,15.038
ESNO,medium_airport,Örnsköldsvik Airport,OER,ESNO,SE,Örnsköldsvik,63.4083,18.99
WSAC,medium_airport,Changi Air Base (East),,WSAC,SG,Singapore,1.34414,104.009
WSAP,medium_airport,Paya Lebar Air Base,QPG,WSAP,SG,Paya Lebar,1.36042,103.91
WSSL,medium_airport,Seletar Airport,XSP,WSSL,SG,Seletar,1.41555,103.86673
WSAG,medium_airport,Sembawang Air Base,,WSAG,SG,Sembawang,1.42526,103.813
WSSS,large_airport,Singapore Changi Airport,SIN,WSSS,SG,Singapore,1.35019,103.994
WSAT,medium_airport,Tengah Air Base,TGA,WSAT,SG,Western Water Catchment,1.38756,103.70829
FHAW,medium_airport,RAF Ascension Island,ASI,FHAW,SH,Cat Hill,-7.97018,-14.39274
FHSH,medium_airport,Saint Helena International Airport,HLE,FHSH,SH,Jamestown,-15.9589,-5.64607
LJCE,medium_airport,Cerklje ob Krki Air Base,,LJCE,SI,Cerklje ob Krki,45.9,15.5302
LJLJ,large_airport,Ljubljana Jože Pučnik Airport,LJU,LJLJ,SI,Zgornji Brnik,46.2237,14.4576
LJMB,medium_airport,Maribor Edvard Rusjan Airport,MBX,LJMB,SI,Maribor,46.4799,15.6861
LJPZ,medium_airport,Portorož Airport,POW,LJPZ,SI,Sečovlje,45.47201,13.61595
LZKZ,medium_airport,Košice International Airport,KSC,LZKZ,SK,Košice,48.6631,21.2411
LZLU,small_airport,Lučenec Airfield,LUE,LZLU,SK,Lučenec,48.3394,19.7358
LZIB,large_airport,M. R. Štefánik Airport,BTS,LZIB,SK,Bratislava,48.1702,17.2127
LZMC,medium_airport,Malacky/Kuchyňa Air Base,,LZMC,SK,Kuchyňa,48.402,17.1184
LZPP,medium_airport,Piešťany Airport,PZY,LZPP,SK,Piešťany,48.6252,17.8284
LZTT,medium_airport,Poprad-Tatry Airport,TAT,LZTT,SK,Poprad,49.07099,20.24139
LZPW,small_airport,Prešov Air Base,POV,LZPW,SK,Prešov,49.0297,21.3156
LZSL,medium_airport,Sliač Airport,SLD,LZSL,SK,Sliač,48.6378,19.1341
LZZI,medium_airport,Žilina-Dolný Hričov Airport,ILZ,LZZI,SK,Dolný Hričov,49.23329,18.61339
GFBO,medium_airport,Bo Airport,KBS,GFBO,SL,Bo,7.9444,-11.761
GFGK,small_airport,Gbangbatok Airport,GBK,GFGK,SL,Gbangbatok,7.81253,-12.37782
GFHA,small_airport,Hastings Airport,HGS,GFHA,SL,Freetown,8.39435,-13.12889
GFKB,small_airport,Kabala Airport,KBA,GFKB,SL,Kabala,9.63832,-11.51556
GFKE,medium_airport,Kenema Airport,KEN,GFKE,SL,Kenema,7.89636,-11.17413
GFLL,large_airport,Lungi International Airport,FNA,GFLL,SL,Freetown (Lungi-Town),8.61644,-13.1955
GFYE,medium_airport,Yengema Airport,WYE,GFYE,SL,Yengema,8.61047,-11.0454
GOTB,medium_airport,Bakel Airport,BXE,GOTB,SN,Bakel,14.8473,-12.4683
GOBD,large_airport,Blaise Diagne International Airport,DSS,GOBD,SN,Dakar,14.67088,-17.07283
GOGS,medium_airport,Cap Skirring Airport,CSK,GOGS,SN,Cap Skirring,12.39533,-16.748
GOOK,medium_airport,Kaolack Airport,KLC,GOOK,SN,Kaolack,14.1469,-16.0513
GODK,small_airport,Kolda Airport,KDA,GODK,SN,Kolda,12.8986,-14.96832
GOTK,medium_airport,Kédougou Airport,KGG,GOTK,SN,Kédougou,12.5723,-12.2203
GOOY,large_airport,Léopold Sédar Senghor International Airport,DKR,GOOY,SN,Dakar,14.74234,-17.47922
NIK,small_airport,Niokolo-Koba Airport,NIK,NIK,SN,Niokolo-Koba National Park,13.05201,-12.72716
GOSM,medium_airport,Ouro Sogui Airport,MAX,GOSM,SN,Ouro Sogui,15.5936,-13.3228
GOSP,small_airport,Podor Airport,POD,GOSP,SN,Podor,16.67816,-14.96496
GOSR,small_airport,Richard Toll Airport,RDT,GOSR,SN,Richard Toll,16.43782,-15.65638
GOSS,medium_airport,Saint Louis Airport,XLS,GOSS,SN,Saint Louis,16.04981,-16.46104
GOTS,small_airport,Simenti Airport,SMY,GOTS,SN,Simenti,13.0468,-13.2954
GOTT,medium_airport,Tambacounda Airport,TUD,GOTT,SN,Tambacounda,13.7368,-13.6531
GOGG,medium_airport,Ziguinchor Airport,ZIG,GOGG,SN,Ziguinchor,12.55559,-16.2833
AAD,small_airport,Adado Airport,AAD,HCAD,SO,Adado,6.0958,46.6375
HCMM,large_airport,Aden Adde International Airport,MGQ,HCMM,SO,Mogadishu,2.01444,45.3047
HCMA,small_airport,Alula Airport,ALU,HCMA,SO,Alula,11.9582,50.748
HCMD,small_airport,Baardheere Airport,BSY,HCMD,SO,Baardheere,2.33019,42.3118
HCMB,small_airport,Baidoa Airport,BIB,HCMB,SO,Baidoa,3.10192,43.62714
HCMN,small_airport,Beledweyne Airport,BLW,HCMN,SO,Beledweyne,4.76698,45.2388
HCMF,large_airport,Bender Qassim International Airport,BSA,HCMF,SO,Bosaso,11.27524,49.13923
HCMI,medium_airport,Berbera Airport,BBO,HCMI,SO,Berbera,10.38504,44.93672
SO-BXX,small_airport,Borama Airport,BXX,SO-BXX,SO,Borama,9.9463,43.1495
HCMV,small_airport,Burao Airport,BUO,HCMV,SO,Burao,9.5275,45.5549
HCMC,small_airport,Candala Airport,CXN,HCMC,SO,Candala,11.49563,49.90982
HCMH,large_airport,Egal International Airport,HGA,HCMH,SO,Hargeisa,9.51408,44.08347
HCME,small_airport,Eil Airport,HCM,HCME,SO,Eyl,8.104,49.82
HCMU,small_airport,Erigavo Airport,ERA,HCMU,SO,Erigavo,10.64205,47.38798
HCMR,small_airport,Galcaio Airport,GLK,HCMR,SO,Galcaio,6.78083,47.4547
GBM,small_airport,Garbaharey Airport,GBM,GBM,SO,Garbaharey,3.32294,42.21309
HCMG,small_airport,Gardo Airport,GSR,HCMG,SO,Gardo,9.54598,49.11915
HCMW,small_airport,Garowe Airport,GGR,HCGR,SO,Garowe,8.45847,48.56814
SO-0020,small_airport,Guriel Airport,GUO,SO-0020,SO,Guriel,5.31741,45.98531
HCMO,small_airport,Hobyo Airport,CMO,HCMO,SO,Hobyo,5.358,48.51528
HCMS,small_airport,Iskushuban Airport,CMS,HCMS,SO,Iskushuban,10.31389,50.20556
HCMK,medium_airport,Kismayo Airport,KMU,HCMK,SO,Kismayo,-0.37735,42.4592
SO-0008,small_airport,Las Khorey Airport,LKR,SO-0008,SO,Las Khorey,11.17348,48.21426
HCMJ,small_airport,Lugh Ganane Airport,LGX,HCMJ,SO,Luuq,3.8124,42.5459
SMBN,small_airport,Albina Airport,ABN,SMBN,SR,Albina,5.51272,-54.0501
GY-BTO,small_airport,Botopasi Airport,BTO,SMBO,SR,Botopasi,4.21751,-55.44705
SMCA,small_airport,Cayana Airstrip,AAJ,SMCA,SR,Awaradam,3.89868,-55.57791
GY-DOE,small_airport,Djumu-Djomoe Airport,DOE,SMDJ,SR,Djumu-Djomoe,4.00571,-55.48164
SMDA,small_airport,Drietabbetje Airport,DRJ,SMDA,SR,Drietabbetje,4.11136,-54.67277
SR-0009,small_airport,Eduard Alexander Gummels Airport,EAX,SMEG,SR,Kwatta,5.86381,-55.1895
SMJP,large_airport,Johan Adolf Pengel International Airport,PBM,SMJP,SR,Paramaribo,5.45283,-55.1878
SMDO,small_airport,Ladouanie Airport,LDO,SMDO,SR,Aurora,4.37611,-55.40706
SMMO,small_airport,Moengo Airstrip,MOJ,SMMO,SR,Moengo,5.6076,-54.4003
SMNI,small_airport,Nieuw Nickerie - Major Henk Fernandes Airport,ICK,SMNI,SR,Nieuw Nickerie,5.95543,-57.04062
SMST,small_airport,Stoelmanseiland Airport,SMZ,SMST,SR,Stoelmanseiland,4.35139,-54.41806
SMTP,small_airport,Tepoe Airstrip,KCB,SMTP,SR,Kasikasima,3.15,-55.717
SMCO,small_airport,Totness Airport,TOT,SMCO,SR,Totness,5.86583,-56.3275
SMPA,small_airport,Vincent Fayks Airport,OEM,SMPA,SR,Paloemeu,3.34605,-55.44371
SMWA,small_airport,Wageningen Airstrip,AGI,SMWA,SR,Wageningen,5.84125,-56.67325
SMWS,small_airport,Washabo Airport,WSO,SMWS,SR,Washabo,5.21528,-57.1853
SMZO,small_airport,Zorg en Hoop Airport,ORG,SMZO,SR,Paramaribo,5.81121,-55.1923
AEE,small_airport,Adareil Airport,AEE,HJAR,SS,Adar,10.05361,32.95944
HJJJ,large_airport,Juba International Airport,JUB,HJJJ,SS,Juba,4.87201,31.6011
HSSM,medium_airport,Malakal International Airport,MAK,HJMK,SS,Malakal,9.55874,31.65194
HSFA,medium_airport,Paloich Airport,,HJPH,SS,Higleig,10.52917,32.50056
HSMK,small_airport,Rumbek Airport,RBX,HJRB,SS,Rumbek,6.83107,29.66907
HSWW,medium_airport,Wau Airport,WUU,HJWW,SS,Wau,7.72583,27.975
FPPR,medium_airport,Principe Airport,PCP,FPPR,ST,São Tomé & Príncipe,1.66115,7.41108
FPST,large_airport,São Tomé International Airport,TMS,FPST,ST,São Tomé,0.37817,6.71215
MSLP,large_airport,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,SAL,MSLP,SV,San Salvador (San Luis Talpa),13.44447,-89.05578
MSSS,medium_airport,Ilopango International Airport,ILS,MSSS,SV,San Salvador,13.6995,-89.1199
TNCM,large_airport,Princess Juliana International Airport,SXM,TNCM,SX,Sint Maarten,18.041,-63.1089
OS57,medium_airport,Abu ad Duhur Air Base,,OS57,SY,Abu ad Duhur,35.7322,37.1042
OS70,medium_airport,Al Qusayr Air Base,,OS70,SY,Al-Qusayr,34.5691,36.5728
SOR,small_airport,Al Thaurah Airport,SOR,SOR,SY,T2,34.39039,40.15256
OSAP,large_airport,Aleppo International Airport,ALP,OSAP,SY,Aleppo,36.18126,37.22687
OS64,medium_airport,An Nasiriyah Air Base,,OS64,SY,,33.919,36.8666
OSDI,large_airport,Damascus International Airport,DAM,OSDI,SY,Damascus,33.4115,36.5156
OSDZ,medium_airport,Deir ez-Zor Airport,DEZ,OSDZ,SY,Deir ez-Zor,35.2854,40.176
OS69,medium_airport,Khalkhalah Air Base,,OS69,SY,Buraq,33.0773,36.55821
OSLK,medium_airport,Latakia International Airport,LTK,OSLK,SY,Latakia,35.4011,35.9487
OSPR,medium_airport,Palmyra Airport,PMS,OSPR,SY,Tadmur,34.5574,38.3169
OSKL,medium_airport,Qamishli International Airport,KAC,OSKL,SY,Qamishli,37.0206,41.1914
FDSK,large_airport,King Mswati III International Airport,SHO,FDSK,SZ,Mpaka,-26.35861,31.71694
FDMS,medium_airport,Matsapha International Airport,MTS,FDMS,SZ,Manzini,-26.52892,31.30758
MBGT,medium_airport,JAGS McCartney International Airport,GDT,MBGT,TC,Cockburn Town,21.4445,-71.1423
MBMC,small_airport,Middle Caicos Airport,MDS,MBMC,TC,Middle Caicos,21.82602,-71.8025
MBNC,medium_airport,North Caicos Airport,NCA,MBNC,TC,North Caicos,21.91609,-71.94295
MBPI,small_airport,Pine Cay Airport,PIC,MBPI,TC,Pine Cay,21.87466,-72.09057
MBPV,large_airport,Providenciales International Airport,PLS,MBPV,TC,Providenciales,21.7737,-72.26832
MBSY,small_airport,Salt Cay Airport,SLX,MBSY,TC,Salt Cay,21.333,-71.2
MBSC,medium_airport,South Caicos Airport,XSC,MBSC,TC,South Caicos,21.5157,-71.5285
